"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccionar un producto y agregarlo al carrito de compras","Agregar un producto al carrito de compras exitosamente","ERROR","2023-07-13T15:49:00.3750401-05:00[America/Bogota]","0.0","21.34"
