"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar un usuario con su correo en la pagina de Alkomprar","Registro inicial exitoso","SUCCESS","2023-07-06T11:36:02.4382515-05:00[America/Bogota]","0.0","19.48"
